nom,racions,ingredients,passos
Peix amb pernil,,"['400 g de peix: dorada, lubina, truita…', '20g de pernil', '20g de mantega aromatitzada (amb all, julivert i sal)', ""5ml d'oli d'oliva"", 'Sal', '1⁄2 llimona']","['Encalentir el forn a 180°C i preparar la safata de forn (si fa falta poar papar de forn).', 'Assecarel peix amb paper absorbent. Obrir per la meitat, amanir amb una mica de sal, distribuir dins de la truita els trossos de mantega i col·locar al llarg les rodanxes senceres de pernil.', ""Tancar el peix i col·locar-lo sobre la safata de forn. Fregar la pell amb unes gotes d'oli d'oliva i sal."", ""Enfornar 15 minuts o fins quefaci oloreta de cuit (20-25 min). Canviar l'opció del forn a grillar els darrers 5 minuts per torrar la pell (opcional)."", 'Servir amb unes gotes de llimona.']"
Frittata de xerris amb xoriç,,"['6ous', '10g de nata líquida (opcional)', '15g de mantega sense sal freda', '60g de xoriço', '120g de tomàquets cherry madurs', '50g de ceba blanca', '20g de kale (opcional)', '30g de formatge parmesà', ""3g de fulles d'alfàbrega fresca (veure observacions)"", 'Sal i pebre al gust']","['Encalentir el forn a 180°C i preparar la safata (si no és antiadherent se suggereix posar-hi paper de forn).', 'Tirar els ous en un bol. Afegir la nata líquida, la mantega freda, la sal i el pebre. Batre els ous suaument amb la forquilla i reservar.', 'Encalentir la paella. Afegir el xoriç i saltejar fins que comenci a amollar el greix . Afegir la ceba i saltar per 2-3 minuts o fins que estigui translúcida.', 'Afegir les tomàtigues i la col kale. Saltejar-los amb la ceba i el xoriç. Tapar i esperar que les fulles de kale s’ablaneixin una mica.', 'Passar els vegetals i el xoriç a la safata de forn cobrint tota la seva superfície.', ""Cobrir amb els ous batuts i remenar-ho tot amb la forquilla per barrejar bé els vegetals amb l'ou."", ""Posar les fulles d'alfàbrega per damunt i després el parmesà."", 'Enfornar uns 15 minuts o fins que la frittata comenci a daurar.', 'Treure del forn i esperar que refredi almenys 5 minuts.', 'Tallar en dues porcions. Guardar-ne una.']"
Pitera de pollastre amb mantequilla aromatitzada,,"['300g de pits de pollastre sense pinyol i sense pell (2 unitats)', 'Sal i pebre', ""20ml d'oli d'oliva"", '20g de mantega aromatitzada']","['Fer o treure (si ja està feta) 20g de mantega aromatitzada1.', ""Aixugar el pollastre amb paper de cuina, feu una incisió o tall petit pel lateral més gruixut del pit fent una mena de butxaca sense romper-la. Trempar amb sal, pebre i unes gotes d'oli d'oliva."", 'Introduir a la incisió de cada pit 10g de mantega aromatitzada.', ""Encalentir la paella a foc mitjà-alt. Afegir la resta de l'oli d'oliva i esperar s’encalenteixi fins que torni ben líquid."", 'Segellar el pollastre de 3 a 4 minuts per cada costat o fins a daurar. Baixar el foc, tapar la paella i acabeu de cuinar a foc lent per almenys 5 minuts més per cada costat.', 'Servir immediatament.']"
Verduretes al forn,,"['100g carbassó(1 unitat mitjana)', ""100g d'albergínia (1 unitat mitjana)"", '50g de tomàquets cherry', '50g de ceba morada', ""2 dents d'all"", '3g de romaní fresc(opcional)', '3g de farigola fresca(opcional)', 'Sal i pebre al gust', ""15ml d'oli d'oliva""]","['Encalentir el forn a 200°C i preparar una safata (emprar paper de forn).', 'Tallar el carbassó per la meitat llarga i després a mitges llunes de 1-2cm.', 'Tallar la ceba a quadrats i els tomàquets per la meitat.', 'Distribuir totes les verdures a la safata de forn.', ""Escampar l'all per damunt, les fulles de romaní, la tomí, l'oli d'oliva, sal, pebre."", 'Enfornar 20 minuts o fins que les verdures estiguin suaus i daurades.', 'Treure del forn, deixar reposar i servir.']"
Alvocat farcit de pollastre,,"[""200g d'alvocat madur (1 mitjà)"", '150g de pit de pollastre cuita freda', '50g de pebrot vermell', '25g de ceba morada', '10g de fulles de coriandre', '15g de maionesa', '5g de mostassa Dijon', '1⁄2 llimona', 'Sal']","[""Tallar l'alvocat amb pell per la meitat i treure la llavor."", ""Treure amb la cullera part de la polpa de l'alvocat sense arribar a la pell i col·locar-la al bol. DeixAR les meitats amb la pell en un plat."", ""Afegir al bol la llimona, un pessic de sal i la meitat del coriandre. Mesclar amb una forqueta juntament amb la polpa d'alvocat fins a obtenir una pasta."", ""Afegir el pollastre, el pebrot, la ceba, la maionesa i la mostassa en un altre bol. Remenar. Passar al bol amb la pasta d'alvocat."", ""Omplir les meitats d'alvocat amb el pollastre i posar el coriandre que queda per damunt. Servir.""]"
Vinagreta de tomàquet cherry,,"['40g de tomàtigues xerri (4 unitats)', '10g de ceba morada', ""3g de fulles d'alfàbrega"", ""7ml d'oli d'oliva"", '1⁄2 llimona', 'Sal i pebre al gust']","[""Eixugar el salmó amb paper de cuina. Afegir-li unes gotes d'oli i fregar-lo amb sal i pebre al gust."", ""Encalentir la planxa (o paella) a foc mitjà-alt 2 min. Afegir l'oli d'oliva i esperar qeu s’encalenteixi (que torni més líquid)."", 'Col·locar el salmó a la paella amb la pell cap avall. Sellar el llom 4 min. fins que la pell dauri i voltejar i sellar per 2 minuts més. Baixar el foc i cuinar fins que estigui cuit.', 'Mesclar en un bol els ingredients de la vinagreta.', 'Servir el salmó amb la vinagreta.']"
"Amanida d’espinacs ruca, nous i nabius",,"[""20g d'espinacs"", '20g de ruca', ""20g d'enciam (diversos tipus)"", '20g de canonges o kale', '60g de formatge feta o cabra', '30g de nabius', '30g de nous']",[]
Pasta de carabassí scampi,,"['130g de gambes pelades (cuites o crues)', ""1-2 dents d'all"", '15g de mantega', '3g de julivert', '1⁄2 llimona', ""7ml d'oli d'oliva"", '400g de pasta de carbassó (veure recepta)', '0.3g de pebre vermell picant (opcional)', '10g de formatge parmesà', 'Sal i pebre al gust']","['Encalentir la paella 2 min. Afegir la mantega i fondre fins a escumar.', ""Afegir l'all i sofregir-lo una miqueta. Afegir les gambes, la sal, el pebre i el pebre vermell picant. Saltejar tot 2 min o fins que les gambes siguin cuites."", 'Passar tot al bol, sucar-li ½ llimona i afegir la meitat del julivert. Remenar.', ""Afegir una mica d'oli d'oliva a la paella. Saltejar la “pasta” de carbassó i afegir-hi una mica de sal i pebre. Remenar constantment i cuinar per 2min"", 'Afegir les gambes a la pasta, remenar-ho tot i servir.', 'Posar-li el parmesà i la resta del julivert per sobre.']"
Crema d’espinacs amb crocants de formatge,,"[""400g d'espinacs"", '200g de carbassó (un mitjà)', '20g de mantega sense sal', '50g de ceba blanca', ""2 dents d'all"", '350ml de brou casolà de pollastre', '40ml de nata líquida (opcional)', 'Sal i pebre al gust']","['Posar una olla grossa a foc mig i fondre la mantega.', ""Afegir-hi la ceba i l'all. Cuinar movent regularment fins que els vegetals estiguin tous i translúcids. Afegir el carbassó i els espinacs. Saltejar tot 1 min."", 'Afegir el brou de pollastre. Bullir, després baixar el foc, tapar i cuinar per 10 minuts a foc lent o fins que el carbassó i els espinacs estiguin cuits.', 'Apagar el foc i deixar-lo refredar una mica.Afegir la nata líquida i passar-ho tot pel turmix. Corregir sal i pebre bò si fa falta.', 'Servir.']"
Tortitas de coliflor amb formatge i salmó fumat,,"[""200g d'arròs de coliflor (veure recepta)"", '1 ou', '30g de formatge parmesà', '4g de cibulet', '10g de lli mòlt (opcional)', 'Sal i pebre al gust', '50g de salmó fumat', ""7ml d'oli d'oliva""]","['Cuinar la coliflor (rallada) al microones 2-3 min. Treure, remoure i ficar-la 2-3 min més.', 'Treure i deixar refredar fins que ho poguem manejar amb les mans.', ""Posar la coliflor dins un padaç de cuina de cuina i esprémer per treure la major quantitat d'agua possible."", ""Encalentir la paella a foc mig i afegir l'oli d'oliva."", ""Mesclar en un bol la coliflor, l'ou, el formatge, el lli, el cibulet, la sal i el pebre. Remenar-ho tot amb l'espàtula fins a obtenir una massa homogènia."", ""Tirar dins la paella una cullerada de la massa i esclafar-la amb l'espàtula per fer-la una coca. Cuinar fins que dauri per una banda i donar-li la volta."", 'Repetir el pas anterior fins acabar la massa.', 'Col·locar el salmó fumat sobre les “tortitas” de coliflor i servir calentes.']"
Costelles de porc BBQ,,"['400g de costellam de porc complet (suposant 50% carn, 50% ossos)', 'Sal i pebre']",[]
Brioix de xocolata,,"['40g de xocolata 90%', '1 ou', ""2ml d'essència de vainilla"", ""50g d'alvocat"", '10g de mantega (o oli de coco)', '25ml de llet sencera o nata líquida', '40g de farina de ametlles', ""40g d'eritritol"", '10g de cacau en pols sense sucre', '2g de pols de coure', '0.5g de sal']","['Encalentir el forn a 170°C i preparar el motlle per a forn (emprar paper de forn si fa falta).', ""Fondre la xocolata amb la mantega al bany maria o al microones en tandes de 30 segons fins que estigui fos. Remenar-ho amb l'espàtula i deixar-ho refredar un parell de minuts."", ""Posar l'ou, l'alvocat i la vainilla dins la picadora. Picar fins aconseguir una consistència suau o de puré."", 'Afegir la xocolata fosa i la nata líquida i batre fins a integrar-los bé.', ""Mesclar tots els ingredients secs: la farina d'ametlles, el cacau en pols, l'eritritol, la pols de coure i un pessic de sal."", ""Afegir la mescla a la picadora juntament amb els ingredients humits i remenar-ho amb l'espàtula abans de processar. Processar fins a combinar, si fa falta anar desenganxant els ingredients secs de les parets del procesador."", 'Buidar la mescla al motlle.', 'Enfornar entre 18 i 20 minuts. Fins que sigui cuit. (Farà oloreta)', 'Treure del forn i deixar refredar abans de tallar.', 'Guardar les porcions que no s’hagin de menjar ara.']"
"Crema de pastanaga coco, gingebre",,"['600 g de pastanagues (5 mitjanes)', '2 alls', '10g de gingebre fresc (o 0.2g en pols)', '20 g de mantega sense sal', '300ml de brou casolà de pollastre (o aigua)', '100 ml de llet de coco', '0.2g de cúrcuma en pols (opcional)', '0.5g de pebre vermell dolç fumat (opcional)', 'Sal i pebre al gust', 'Fulles de julivert o herba sana (opcional)']","['findre la mantega dins una olla', ""Afegir l'all i el gingebre i cuinar 1minut."", 'Afegir la cúrcuma, el pebre vermell fumat i la pastanaga. Remenar-ho tot i cuinar per 2 minuts.', 'Afegeix-hi el brou de pollastre (o l’aigua) i la llet de coco. Bullir. Després baixar la temperatura del foc fins que la llet bombollegi lleugerament i tapar.', 'Cuinar 10-15 minuts o fins que la pastanaga estigui blana.', 'Apagar el foc i deixar refredar. Batre. Ajustar sal.', 'Retirar del foc i servir amb el julivert tallat petit per damunt.']"
