nom,racions,ingredients,passos
Gratén de peix,,"['450g de filets de lluç (o qualsevol peix blanc: bacallà, daurada o ...gambetes)', '275g de patates', '110 ml de llet sencera', ""275 ml d'aigua o de brou de peix"", '25 g de mantega sense sal', '110g de ceba blanca', '1 fulla de llorer', '0.5g de farigola', '0.5g de nou moscada (opcional)', 'Sal i pebre al gust', '55 ml de nata líquida', '45 g de formatge parmesà o cheddar']","['Encalentir el forn a 200°C i preparar la safata per a forn (si no és antiadherent posar paper de forn).', ""Posar dins l’olla: la llet, l'agua, les patates, la fulla de llorer i la sal. Bullir fins que les patates siguin cuites."", 'Treure les patates i xafarles amb una forqueta fins fer-les puré.', 'Eixugar el lluç amb una servilleta i trempar-lo amb sal i pebre bo al gust.', 'Fogregir la ceba amb la mantega i el romaní fins que sigui translúcida.', 'Afegir els filets de peix. Cuinar tot a foc baix 7 minuts (fins que el peix estigui fet.', ""Esmicolar el peix i passar-ho a la llet juntament amb la ceba. Remenar-ho tot molt bé i continuar cuinant a foc baix fins que s'espesseixi. Apagar i afegir la nata líquida temperada i la nou moscada. Ajustar la sal."", 'Montar el gratén dins el motlle. Col·locar una capa amb 2/3 de les patates al fons, després afegir i distribuir el peix, i cobrir novament amb el terç restant de patates.', 'Escampar el formatge ratllat per tota la superfície de la grata i enfornar per 10 min fins que dauri el formatge. Servir la meitat i guardar l’altre meitat']"
Crema de pastanaga coco i gingebre amb pernil o bacó,,"['660 g de pastanagues', '3 alls', '15 g de gingebre fresc (o 0.2g en pols)', '25 g de mantega sense sal', '330 ml de brou casolà de pollastre (o aigua)', '110 ml de llet de coco', '0.3g de cúrcuma en pols (opcional)', '0.5g de pebre vermell dolç (opcional)', 'Sal i pebre al gust', 'Fulles de julivert o menta (opcional)']","['Col·locar una olla a foc mitjà i fondre la mantega.', ""Afegir l'all i el gingebre i cuinar per 1 minut."", 'Afegir la cúrcuma, el pebre vermell i la pastanaga (tallada). Remenar-ho tot i cuinar 2 minuts.', 'Afegir el brou de pollastre (o aigua) i la llet de coco. Cuinar 10-15 minuts o fins que la pastanaga estigui cuita.', 'Apagar el foc i deixar refredar. Batre.', 'Mirar que estigui bé de sal i posar-li el julivert per damunt per servir-la']"
Amanida de sardines,,"['150 g de tomàquet (1 unitat mitjana)', '200 g de cogombre (1⁄2 cogombre)', '25 g de ceba morada (1/4 de ceba)', '100 g de pebre verd', '10 olives negres', '30-50 g de formatge feta', ""1g d'orenga"", ""15ml d'oli d'oliva"", '5ml de vinagre', 'Sal i pebre al gust', '10g de nous (o pinyons)', '1 llauna de sardines']","['Tallar tots els ingredients d’una mida similar (al gust)', 'Mesclarlos i trempar']"
Frittata d’espinacs i formatge de cabra + Alvocat,,"['6 ous', '15 g de nata líquida (opcional)', '15 g de mantega sense sal freda', '30 g de formatge parmesà', '60 g de formatge de cabra (feta o ricotta)', ""150g d'espinacs"", '50 g de ceba blanca', ""8 g de cibulet o part verd d'una ceba tendra"", ""7ml d'oli d'oliva (1⁄2 cullerada)"", ""5g de fulles d'orenga fresc (menys de 0.5g si és sec)"", 'Sal i pebre al gust']","['Encalentir el forn a 180°C i preparar la safata de forn (si no és antiadherent posar-li paper).', 'Posar en un bol gros: els ous, la nata líquida, la mantega, la sal i el pebre.', 'Remenar amb la forqueta i reservar.', 'Encalentir la paella per 2 minuts a foc mitjà. Afegir loli i esperar una mica. Afegir la ceba i saltar per 1-2 minuts.', 'Afegir els espinacs i el cibulet. Remenar i tapar fins que s’hagin fet les fulles d’espinacs.', 'Posar dins el motlle o la font (que ficarem al forn): els vegetals, després el formatge de cabra esmicolat sobre els vegetals.', ""Cobrir els vegetals amb els ous batuts i remenar una mica per barrejar. Escampar les fulles d'orenga"", 'I finalment posar-li damunt de tot el formatge parmesà.', 'Enfornar: 15-20 minuts o fins que la frittata comenci a daurar.', 'Treure del forn i esperar que refredi almenys 5 minuts.', 'Tallar en dues porcions. Guardar-ne una per dijous a vespre.']"
Pebres farcits d'indiot amb arròs basmati,,"['2 pebrots (vermells, grocs o verds)', '300 g de gall dindi picat (mòlt)', ""2 dents d'all"", '50 g de ceba blanca', '225 ml de tomàquet triturat natural', ""15ml d'oli d'oliva (una cullerada)"", ""3g d'orenga fresc (0.5g en pols)"", '1g de pebre vermell dolç (en pols)', 'Sal i pebre al gust', '60 g de formatge parmesà']","['Encalentir el forn a 180°C i preparar la safata de forn (si no és antiadherent posar paper de forn).', 'Tallar els pebres per la part de dalt (on surt la tija) i retirar les llavors. Col·locar sobre la safata de forn.', 'Posar la paella al foc amb l’oli i saltejar la ceba uns minuts, afegir l’all i l’orenga.', 'Uns minuts més tard afegir la carn, afegir sal i pebre bò.', 'Afegir la salsa de tomàquet i el pebre vermell.', 'Deixar coure fins que s’evapori tota l’agua. Anar remenant.', 'Omplir els pebrots amb la carn i posar-li el parmesà per damunt la carn al final', 'Enfornar els pebrots per 20-30 minuts (o fins que estiguin fets). Servir només la meitat de la preparació. L’altre meitat és pel dinar del dijous.']"
Amanida grega,,"['150 g de tomàquet (1 unitat mitjana)', '200 g de cogombre (1⁄2 cogombre)', '25 g de ceba morada (1/4 de ceba)', '100 g de pebre verd', '10 olives negres', '30-50 g de formatge feta', ""1 g d'orenga"", ""15 ml d'oli d'oliva"", '5 ml de vinagre', 'Sal i pebre al gust', '10g de nous (o pinyons)']","['Tallar tots els ingredients d’una mida similar (al gust)', 'Mesclar-los i trempar']"
Remenat d’ous amb formatge i cibulet amb mini amanida verda,,"['3 ous', '30 g de formatge semicurat', ""5 g de cibulet o 1⁄2 part verd d'una ceba tendra"", '10 g de mantega sense sal freda', ""7ml d'oli d'oliva (1⁄2 cullerada)"", 'Sal i pebre al gust']","['Encalentir la paella i posar-li l’oli.', 'Remenar els ous en un bol, amb la mantega, sal i pebre bò.', 'Tirar els ous a la paella, seguidament li tirarem el formatge per damunt i el cibulet i remenarem.', 'Cuinar al gust (més o menys cuits)']"
Boniato al forn,,"['200g moniato o camote (1 mitjà)', '10 g de mantega', 'Canyella en pols']","['Encalentir el forn a 200°C i preparar la safata de forn (si no és antiadherent posar paper de forn).', ""Pelar i tallar el boniato en bastonets o en rodanxes d'uns 0.5 cm."", 'Col·locar el boniato tallat en un bol. Untar amb la mantega i empolvorar la canyella. Utilitzar les mans per untar-ho tot.', 'Distribuir els trossos de camot sobre la safata i coure uns 20 minuts, o fins que daurin.']"
Solomillo de vedella a la planxa,,"['150-200g de filet de vedella (filet o medalló)', ""10ml d'oli d'oliva"", 'Sal i pebre al gust', '5 g de mantega sense sal']","[""Encalentir la paella a foc mitjà. Afegir l'oli d'oliva i encalentir-lo fins que canvii i sigui ben líquid."", 'Aixugar la carn amb una servilleta. Untar la carn amb la mantega. Adobar amb sal i pebre al gust.', 'Segellar el filet a la paella de 2 a 3 minuts per cada costat (així ens quedarà mig fet, el podem fer més si no agrada així.', 'Treure de la paella, posar en un plat i tapar i deixar reposar durant 5 minuts abans de servir.']"
Pa de plàtan amb xispes de xocolata,,"['1 plàtan madur', '1 ou', '15 g de mantega sense sal', ""10ml d'oli de coco (o mitja cullerada)"", '5 ml de iogurt natural sense sucre (opcional)', '17 g de farina de coco', '1 g de canyella', '0.5 g de bicarbonat de sodi', '0.5 g de llevadura en pols (tipo Royal)', ""3 ml d'essència de vainilla"", 'Sal', '10 g de xocolata 90%', '10 g de nous picades', '2 g de stevia o eritritol (opcional)']","['Encalentir el forn a 200°C.', 'Preparar el motlle col·locant paper de forn o untar-lo amb una mica de mantega i damunt una mica de farina de coco.', ""Batre: el plàtan, l'ou, la mantega, l'oli de coco, el iogurt, l'extracte de vainilla i l’eritritol o estèvia si en voleu posar."", 'Mesclar en un bol la farina de coco, la canyella, el bicarbonat, la pols de coure i una mica de sal.', 'Mesclar les dues mescles anteriors (pots emprar la batedora)', 'Afegir els trossos de xocolata i nous picades i remenar-ho amb una cullera.', 'Buidar la mescla al motlle i enfornar per 20 minuts, per saber si està cuit emprar un bastonet de fusta.', 'Treure del forn i deixar refredar uns minuts abans de treure del motlle.']"
